u,index,original,predicted_stage3,stage4_valid,reduced_tokens,text
2,1047,1,1,0,caps text caps text contact text,"XXXMobileMovieClub: Para usar su crédito, haga clic en el enlace WAP en el siguiente mensaje de texto o haga clic aquí >> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
2,1068,0,1,0,text caps text caps caps text,"Dios tomó una flor y la mojó en ROCÍO, la tocó con amor, la cual se convirtió en ti, y me la regaló y dijo: ESTE AMIGO ES 4U."
2,1090,1,1,0,text caps text contact text,¿Tenías tu móvil hace 11 meses? Actualice GRATIS a los últimos móviles con cámara en color de Orange y llamadas ilimitadas los fines de semana. Llame a Mobile Upd8 en Freefone 08000839402 o 2StopTxt
2,1100,1,1,0,caps caps caps caps text caps text caps text,PORNO HARDCORE ILIMITADO GRATIS dirija 2 su teléfono móvil Envíe PORNO al 69200 y obtenga acceso GRATUITO durante 24 horas y luego chrgd@50p por día txt Stop 2exit. Este mensaje es gratis.
2,1112,1,1,0,caps text contact text,"URGENTE. Información importante para 02 usuario. ¡Hoy es tu dia de suerte! 2 Descubra por qué, inicie sesión en http://www.urawinner.com. ¡Le espera una fantástica sorpresa!"
2,1114,1,1,0,text contact text,¡Amas de casa aburridas! ¡Chatea y ten citas ahora! 0871750.77.11! ¡Tarifa BT nacional 10p/min solo desde teléfonos fijos!
2,1125,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050003091 desde teléfono fijo. Reclamación C52. Válido sólo 12 horas
2,1131,1,1,0,caps caps text money text contact text caps text caps text money text,"¡HAS GANADO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
2,1132,1,1,0,text caps money text caps text caps text contact text,"Puedes GANAR £100 en vales de regalo de música cada semana a partir de AHORA Envía un mensaje de texto con la palabra SORTEO a 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
2,1143,0,1,0,caps text caps caps caps caps caps,ESTOY EN UNA FIESTA CON ALEX NICHOLS
2,1147,1,1,0,text money text money text contact text,Usted es un ganador y ha sido seleccionado especialmente para recibir £1000 en efectivo o un premio de £2000. Hable con un operador en vivo para reclamar llame al 087123002209 am-7 pm. Cuesta 10p
2,1157,0,1,0,caps caps caps caps text caps text caps caps text,REALMENTE SOY SOZ IMAT MY MADRES 2NITE ¿QUÉ PASA CON 2MORO?
2,1177,1,1,0,caps text caps text contact caps text,¡GRATIS durante la primera semana! No1 Nokia tono 4 tu mafia todas las semanas solo envía un mensaje de texto a NOKIA al 8007 Recibe mensajes de texto y cuéntaselo a tus compañeros www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
2,1179,1,1,0,text caps caps text contact text contact text,"Para tener la oportunidad de ganar £ 250 en efectivo cada semana TXT: ACCIÓN al 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/semana"
2,1184,0,1,0,caps caps text caps caps caps caps text caps text caps text caps caps text caps text caps text,ASEGÚRATE DE QUE ALEX SEPA QUE SU CUMPLEAÑOS TERMINA EN QUINCE MINUTOS EN LO QUE A TÍ CONTINÚA
2,1190,0,1,0,caps caps caps text caps caps caps caps caps text,"HOLA BEBÉ, ESTOY EN CASA AHORA ¿QUIERES HACER ALGO? XX"
2,1223,1,1,0,text caps text caps text caps text caps text caps text caps caps text,"¡1000 están coqueteando AHORA! Envía un mensaje de texto a CHICA o TIPO y tu NOMBRE y EDAD, por ejemplo, CHICA ZOE 18 al 8007 para unirte y comenzar a chatear."
2,1231,1,1,0,caps text contact text money text caps text contact caps text,¡URGENTE! ¡Su número de teléfono móvil 07808726822 recibió un premio adicional de £2000 para llamadas el 09/02/03! ¡Éste es nuestro segundo intento de comunicarnos con USTED! Llama al 0871-872-9758 BOX95QU
2,1246,1,1,0,text money text caps text contact text contact text,"Para tener la oportunidad de ganar una compra semanal de £250, envíe un mensaje de texto: COMPRAR al 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/semana"
2,1253,1,1,0,text contact text contact,U 447801259231 tiene un admirador secreto que está buscando 2 póngase en contacto con U-descubra quién es R*revele quién piensa que UR es tan especial-llame al 09058094597
2,1257,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando contactar con usted. El sorteo del pasado fin de semana demuestra que has ganado un premio de £900 GARANTIZADO. Llame al 09061701851. Código de reclamo K61. Válido sólo 12 horas
2,1276,1,1,0,text caps contact caps text caps text caps text,Alguien que conoces ha solicitado nuestro servicio de citas. ¡Contáctate! ¿No puedo adivinar quién? LLAME 09058091854 AHORA todo será revelado. CAJA DE CORREOS385 M6 6WU
2,1278,1,1,0,caps caps text money text contact text caps text caps text money text,"¡BIEN HECHO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
2,1292,1,1,0,text contact text caps text money text caps text money text,Número de promoción: 8714714: UR recibió un City Break y podría GANAR unas compras de verano de £200 cada semana. Envíe un mensaje de texto con TIENDA al 88039. Habilidad. TsCs087147403231Winawk!Edad16 å£1.50porWKsub
2,1294,1,1,0,caps caps text caps text caps text caps text contact,**MENSAJE GRATIS**Gracias por utilizar el servicio de suscripción a subastas. 18 . 150p/MSGRCVD 2 Saltar un texto de subasta FUERA. 2 Cancelar suscripción txt DETENER Atención al cliente 08718726270
2,1297,1,1,0,text caps text caps text caps,¿Alguna vez pensaste en vivir una buena vida con una pareja perfecta? Simplemente envíe un mensaje de texto con NOMBRE y EDAD para unirse a la comunidad móvil. (100p/SMS)
2,1300,1,1,0,text contact text,Doble minutos y doble mensaje de texto y Linerental a 1/2 precio en los últimos móviles Bluetooth de Orange. Llame a MobileUpd8 para conocer las últimas ofertas. 08000839402 o llame2optout/LF56
2,1304,1,1,0,text caps text money text money text contact text,Ha GANADO un premio garantizado de £1000 en efectivo o un premio de £2000. Para reclamar su premio llame a nuestro representante de servicio al cliente al 08714712412 entre las 10 a.m. y las 7 p.m. Costo 10p
2,1312,1,1,0,text caps text money caps text contact text,¡Sorteos de premios NAVIDAD! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £2000 GARANTIZADO. Llamar al 09058094565 desde teléfono fijo. Válido solo 12 horas
2,1316,0,1,0,text caps text caps caps text,"febrero &lt;#&gt; es el día de \TE AMO\"". Envía esto a todos tus \""FRNDS VALORADOS\"", incluso a mí. ¡Si 3 regresa, te casarás con la persona que amas! Si ignoras esto, perderás tu amor 4 años"""
2,1346,1,1,0,text caps caps caps text,"Fantasy Football está de vuelta en tu televisor. Vaya a Sky Gamestar en Sky Active y juegue al Dream Team de £ 250 mil. La puntuación comienza el sábado, ¡así que regístrese ahora! SKY OPT OUT al 88088"
2,1357,1,1,0,text caps text caps caps text caps text,"Inglaterra vs Macedonia: no te pierdas los goles y las noticias del equipo. Envíe un mensaje de texto con su equipo nacional al 87077, por ejemplo, INGLATERRA al 87077 Pruebe: GALES, ESCOCIA 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
2,1365,1,1,0,text caps caps caps text,¡Faltan 18 días para el inicio de la Eurocopa 2004! Se le mantendrá informado diariamente de las últimas novedades y resultados. Darse de baja enviar GET EURO STOP al 83222.
2,1366,0,1,0,text caps text caps caps,CUÍDATE Y MEÓRATE PRONTO
2,1378,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2003 para 07753741225 muestra 800 puntos S. I. M. no canjeados. Llamar 08715203677 Código Identificador: 42478 Vence el 24/10/04
2,1379,0,1,0,caps caps caps caps text caps text caps text caps caps caps caps caps text caps caps text caps text caps caps text caps text caps caps text caps text caps,"\HOLA. LLAMA CUANDO TERMINES EL TRABAJO. ME GUSTARÍA REUNIRNOS CON TODOS ESTA TONITA YA QUE NECESITO UN DESCANSO DE DABOOKS. ¡HIZO 4 HORAS LA ÚLTIMA NOCHE + 2 HOY DE TRABAJO!\"""""
2,1395,1,1,0,text money text contact text,"Los números de Vodafone actuales que terminan en 4882 se seleccionan para recibir un premio de £350. Si su número coincide, llame al 09064019014 para recibir su premio de £ 350."
2,1417,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2003 para 07808247860 muestra 800 puntos S. I. M. no canjeados. Llamar 08719899229 Código Identificador: 40411 Vence el 11/06/04
2,1427,0,1,0,text caps text caps text caps text caps caps caps text caps,R U &SAM P EL UNO EN EL OTRO. SI NOS ENCONTRAMOS PODEMOS IR 2 A MI CASA
2,1428,1,1,0,text caps contact caps text caps text caps text,Alguien que conoces ha solicitado nuestro servicio de citas. ¡Contáctate! ¿No puedo adivinar quién? LLAME 09058091854 AHORA todo será revelado. CAJA DE CORREOS385 M6 6WU
2,1435,1,1,0,text contact text caps caps caps caps caps,información importante 4 usuario naranja 0789xxxxxxx. ¡Hoy es tu día de suerte! 2 Descubre por qué inicia sesión en http://www.urawinner.com ¡TE ESPERA UNA FANTÁSTICA SORPRESA!
2,1441,1,1,0,text contact,Tienes 1 nuevo correo de voz. Por favor llame al 08719181513.
2,1458,0,1,0,text caps text caps text caps text caps caps text,¿Qué quieres cuando regrese? Un hermoso collar como muestra de mi corazón por ti. Eso es lo que le daré pero SÓLO a MI ESPOSA DE MI GUSTO. SÉ ESO Y VEA. NADIE puede darte eso. Llámame. Esperaré hasta que llegue.
2,1465,1,1,0,text contact text,¡Nuestro servicio de citas te está contactando alguien que conoces! Para saber quién es llamar desde un teléfono fijo 09050000878. PoBox45W2TG150P
2,1468,1,1,0,text contact caps text caps text caps text,"Su saldo de efectivo es actualmente de 500 libras; para maximizar su ingreso de efectivo, envíe GO al 86688 solo 150 peniques/mensaje. CC: 08718720201 APARTADO DE CORREOS 114/14 TCR/W1"
2,1475,1,1,0,text contact text,"Los números de Voda de hoy que terminan en 5226 se seleccionan para recibir un premio de 350 euros. Si tiene una coincidencia, llame al 08712300220 citando el código de reclamo 1131 aplicación de tarifas estándar"
2,1479,0,1,0,text caps text caps caps text caps caps text caps caps caps caps text,"¿Sabes qué es la AMISTAD rael? Te estoy dando un ejemplo: Sólo ese mensaje.. Todo el texto de este mensaje está mal.. Por cierto, puedes leerlo sin ningún error.. BUENAS NOCHES y amigos. QUE TENGAS UN BUEN DORMIR..DULCES SUEÑOS.."
2,1481,1,1,0,text money text caps text caps text caps text,"¿Crees que eres inteligente? Gana £200 esta semana en nuestro cuestionario semanal, envía un mensaje de texto con PLAY al 85222 ahora. Términos y condiciones WinnersClub PO BOX 84, M26 3UZ. 16+. 1,50 GBP/semana"
2,1484,1,1,0,text contact text money text caps text caps text,"Urgente -llamar al 09066649731 desde Teléfono Fijo. Sus vacaciones en Ibiza 4* de cortesía o £10,000 en efectivo esperan su cobro Términos y condiciones de SAE PO BOX 434 SK3 8WP 150ppm 18+"
2,1490,1,1,0,text caps caps caps text caps text,"Llame a nuestro representante de servicio al cliente al TELÉFONO GRATUITO 0808 145 4742 entre las 9 a. m. y las 11 p. m., ya que HA GANADO un premio garantizado de £ 1000 en efectivo o £ 5000."
2,1508,1,1,0,text contact text,"Conocemos a alguien que conoces y que le gustas. Llama al 09058097218 para saber quién. Apartado postal 6, LS15HB 150p"
2,1512,1,1,0,text contact text,Tonos gratis Espero que hayas disfrutado tu nuevo contenido. Envía un mensaje de texto al 61610 para cancelar la suscripción. ayuda: 08712400602450p Proporcionado por tonos2you.co.uk
2,1513,1,1,0,text contact text,"Felicitaciones, 2 videoteléfonos móviles 3G R tuyos. llama al 09063458130 ahora! Videochatea con tus amigos, juega juegos Java, descarga música PolypH, alquiler sin línea. bx420. ip4. 5nosotros. 150p"
2,1519,1,1,0,caps text caps text caps caps text caps text,"SMS. ac sun0819 posts HOLA:\Pareces genial  quería saludarte. HOLA. ¿PARAR? Envía STOP al 62468"""
2,1521,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando contactar con usted. El sorteo del pasado fin de semana demuestra que has ganado un premio de £900 GARANTIZADO. Llame al 09061701939. Código de reclamo S89. Válido solo 12 horas
2,1522,1,1,0,text contact,¡Disfruta del jamster videosound gold club con tus créditos para 2 nuevos videosounds+2 logos+musicnews! ¡Diviértete más con jamster.co.uk! 16+solo ¿Ayuda? llamar al: 09701213186
2,1524,1,1,0,text caps text contact text contact,"Su vale B4U con fecha 27/03 es MARSMS. Inicie sesión en www.B4Utele.com para obtener crédito de descuento. Para optar por no responder, deténgase. Atención al cliente llamar al 08717168528"
2,1543,0,1,0,text caps text caps caps text caps caps,Una persona de corazón puro puede tener una sonrisa maravillosa que hace que incluso sus enemigos se sientan culpables por ser un enemigo... Así que atrapa al mundo con tu sonrisa... :) BUENOS DÍAS &amp; QUE TENGAS UN DOMINGO SONRISA.. :)
2,1545,0,1,0,text caps text caps caps text caps text,"Brisa fresca... Sol brillante... Flores frescas... Pájaros gorjeantes... Todos estos esperando para desearte: \BUENOS DÍAS &amp; QUE TENGA UN LINDO DÍA\"" :)"""
2,1553,1,1,0,text contact text,Cámara: ¡recibes una cámara digital SiPix! llamar al 09061221066 desde teléfono fijo. Entrega en 28 días
2,1556,1,1,0,caps text caps text contact text caps text contact caps text caps text,"SERVICIOS DE SMS. Para obtener créditos de texto incluidos, vaya a www.comuk.net login= ***** cancelar la suscripción con STOP. sin cargo adicional. ayuda: 08700469649. APARTADO DE CORREOS 420. IP4 5WE"
2,1558,1,1,0,text money money text contact text,"Préstamo para cualquier propósito å£500 - å£75.000. Se admiten propietarios e inquilinos. ¿Le han rechazado anteriormente? Todavía podemos ayudar. Llame gratis al 0800 1956669 o envíe un mensaje de texto con ""ayuda"""
2,1564,1,1,0,caps text money text contact text caps text caps text money text,"¡¡URGENTE!! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
2,1570,1,1,0,text caps text caps text caps text caps text,"Tonos Boltblue para 150p Responder POLY# o MONO#, por ejemplo, POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 tonos más txt MÁS"
2,1579,1,1,0,text caps text contact caps text,"Compre hasta cansarse, ¿ES USTED?, ya sea 10.000, 5.000, 500 £ en efectivo o un vale de viaje de 100 £. Llame ahora, 09064011000. NTT PO Box CR01327BT línea fija Costo 150 ppm móvil varía"
2,1597,1,1,0,text caps caps text caps text,"Mensaje gratis: obtén el tono de llamada de Gnarls Barkleys \Crazy\"" TOTALMENTE GRATIS, solo responde ¡VAYA a este mensaje ahora mismo!"""
2,1602,0,1,0,text contact text contact text,"Yun ah. El ubi dice si quiero llamar mañana. Llama al 67441233, busca a Irene. Solo tenemos el autobús 8,22,65,61,66,382. Ubi cres,ubi tech park.6ph durante los primeros días de 5 semanas.Ì¬n"
2,1613,1,1,0,text caps text caps text contact caps text,Tenemos nuevas fechas locales en tu área: muchas personas nuevas registradas en TU ÁREA. ¡Responda FECHA para comenzar ahora! 18 solamente www.flirtparty.us RESPUESTAS150
2,1624,1,1,0,caps caps text money text contact text caps text caps text money text,"¡HAS GANADO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
2,1625,0,1,0,caps caps caps text caps caps caps text,POR FAVORSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
2,1637,1,1,0,text caps text contact caps text,"Compre hasta cansarse, ¿ES USTED?, ya sea 10.000, 5.000, 500 £ en efectivo o un vale de viaje de 100 £. Llame ahora, 09064011000. NTT PO Box CR01327BT línea fija Costo 150 ppm móvil varía"
2,1643,0,1,0,text caps caps caps caps caps caps caps caps caps text caps caps caps caps text caps caps caps,"\ ¡AH POBRE BEBÉ! ESPERANZA SENTIRME MEJOR AMOR! PROB QUE SOBREDOSIS DE TRABAJO OYE CUIDADO SPK 2 U SN MUCHO AMORJEN XXX.\"""""
